Legacy_Ref_ID,Legacy_Qty,Legacy_Weight,Legacy_Cost,Legacy_Safety_Stock,Legacy_Volume,Legacy_Description,Legacy_Batch,Legacy_Status,Legacy_Region,Legacy_Type,Legacy_Priority,Legacy_Warehouse_Code,Legacy_Material_Group,Legacy_Lifecycle
REF-89175,91,16,76,12,23,Item_Desc_453,B968,Closed,West,Raw,Low,WH02,Chem,New
REF-39622,76,32,400,8,17,Item_Desc_454,B874,Hold,North,Service,Low,WH01,Chem,EndOL
REF-76871,31,42,154,1,9,Item_Desc_250,B979,Active,North,Raw,Low,WH02,Chem,EndOL
REF-21972,54,27,346,5,43,Item_Desc_748,B351,Closed,West,Service,Medium,WH02,Mech,EndOL
REF-85680,21,36,488,16,93,Item_Desc_728,B544,Closed,West,Service,Medium,WH03,Chem,Mature
REF-58524,32,17,69,16,46,Item_Desc_63,B567,Closed,South,Finished,Medium,WH01,Chem,New
REF-74841,35,40,332,18,10,Item_Desc_394,B987,Active,North,Service,Low,WH03,Mech,New
REF-19578,18,41,52,9,70,Item_Desc_894,B447,Hold,West,Finished,Low,WH99,Mech,New
REF-80485,17,39,85,20,26,Item_Desc_800,B478,Closed,South,Raw,Low,WH01,Mech,Mature
REF-29104,36,23,73,3,79,Item_Desc_404,B707,Closed,West,Raw,Low,WH02,Elec,New
REF-13578,31,25,257,8,26,Item_Desc_180,B988,Hold,North,Finished,High,WH01,Mech,Mature
REF-17957,45,11,485,20,56,Item_Desc_44,B259,Hold,North,Finished,High,WH99,Elec,Mature
REF-16773,93,36,401,15,18,Item_Desc_403,B245,Hold,North,Raw,High,WH03,Chem,Mature
REF-77862,89,44,410,7,13,Item_Desc_430,B150,Closed,South,Raw,Medium,WH99,Elec,New
REF-60670,57,16,147,18,90,Item_Desc_88,B904,Hold,South,Finished,High,WH01,Elec,New
REF-22273,32,31,492,18,46,Item_Desc_571,B426,Closed,South,Service,Medium,WH03,Mech,EndOL
REF-11424,30,10,115,20,100,Item_Desc_679,B767,Active,South,Raw,High,WH02,Elec,EndOL
REF-79776,44,33,414,1,100,Item_Desc_985,B146,Closed,North,Finished,High,WH99,Mech,Mature
REF-26428,72,40,303,10,60,Item_Desc_815,B304,Hold,North,Raw,Medium,WH02,Chem,New
REF-51299,61,21,210,7,5,Item_Desc_723,B189,Active,West,Raw,Low,WH02,Elec,New
REF-17145,46,14,181,19,77,Item_Desc_230,B835,Closed,West,Raw,Medium,WH01,Mech,Mature
REF-46961,53,34,366,4,77,Item_Desc_119,B920,Closed,South,Finished,Low,WH01,Mech,EndOL
REF-34168,66,25,240,20,65,Item_Desc_459,B799,Active,North,Finished,High,WH99,Elec,Mature
REF-48200,32,23,169,0,32,Item_Desc_627,B130,Hold,West,Service,High,WH02,Elec,New
REF-38319,55,28,252,20,48,Item_Desc_103,B947,Active,South,Finished,High,WH02,Mech,Mature
REF-24131,81,40,76,3,23,Item_Desc_990,B412,Active,West,Service,High,WH02,Elec,EndOL
REF-74916,97,36,239,20,68,Item_Desc_554,B293,Active,West,Raw,Low,WH01,Chem,New
REF-36811,50,13,233,7,37,Item_Desc_573,B871,Active,North,Finished,Low,WH02,Chem,Mature
REF-47063,9,35,81,11,50,Item_Desc_606,B861,Closed,South,Service,Medium,WH02,Elec,New
REF-46623,9,10,194,15,79,Item_Desc_946,B633,Hold,North,Service,High,WH01,Elec,New
REF-64795,21,46,227,6,53,Item_Desc_142,B395,Active,West,Finished,Medium,WH01,Elec,Mature
REF-52951,88,46,209,17,13,Item_Desc_33,B655,Active,West,Raw,Medium,WH02,Mech,EndOL
REF-72302,40,45,177,8,24,Item_Desc_294,B443,Active,West,Raw,Medium,WH99,Elec,New
REF-64750,39,43,393,7,89,Item_Desc_380,B899,Hold,North,Raw,Medium,WH99,Mech,EndOL
REF-36313,7,23,384,11,64,Item_Desc_1,B810,Hold,West,Service,Low,WH99,Mech,Mature
REF-45836,48,13,416,11,44,Item_Desc_605,B965,Closed,North,Finished,Medium,WH99,Chem,EndOL
REF-17008,79,19,278,2,51,Item_Desc_391,B156,Hold,North,Raw,High,WH02,Mech,EndOL
REF-82534,100,31,247,8,9,Item_Desc_953,B463,Closed,West,Service,Low,WH01,Chem,Mature
REF-27471,15,45,393,7,44,Item_Desc_349,B762,Closed,North,Service,Low,WH01,Chem,Mature
REF-79356,2,14,398,13,11,Item_Desc_990,B948,Closed,South,Raw,Medium,WH02,Mech,New
REF-10101,43,48,374,6,37,Item_Desc_294,B788,Hold,West,Raw,Low,WH99,Mech,New
REF-94335,74,41,481,12,12,Item_Desc_284,B192,Hold,North,Service,Medium,WH99,Chem,New
REF-39403,94,24,323,13,86,Item_Desc_598,B832,Closed,South,Finished,Low,WH02,Mech,New
REF-11416,61,28,193,10,48,Item_Desc_596,B347,Closed,West,Finished,Medium,WH01,Chem,Mature
REF-19577,69,10,263,13,57,Item_Desc_366,B567,Closed,West,Service,Medium,WH99,Mech,EndOL
REF-48916,44,27,261,11,79,Item_Desc_64,B129,Hold,South,Raw,Low,WH01,Chem,EndOL
REF-19304,80,20,273,1,52,Item_Desc_678,B407,Hold,North,Finished,High,WH03,Elec,EndOL
REF-26368,9,39,283,3,22,Item_Desc_874,B217,Active,West,Finished,Low,WH02,Elec,Mature
REF-46586,62,34,365,5,39,Item_Desc_762,B663,Hold,South,Finished,Medium,WH99,Chem,New
REF-18067,33,15,198,19,54,Item_Desc_103,B858,Closed,South,Finished,Low,WH01,Mech,EndOL
REF-41230,41,35,70,7,61,Item_Desc_682,B724,Closed,West,Finished,Low,WH01,Mech,EndOL
REF-36342,63,28,460,7,43,Item_Desc_814,B862,Hold,West,Raw,Low,WH99,Chem,EndOL
REF-51801,21,19,64,10,52,Item_Desc_260,B759,Closed,West,Finished,Low,WH03,Chem,EndOL
REF-88975,3,27,453,10,15,Item_Desc_719,B858,Hold,West,Raw,Medium,WH03,Elec,New
REF-72851,52,25,381,7,96,Item_Desc_534,B677,Active,North,Service,High,WH02,Chem,New
REF-84432,4,43,465,16,89,Item_Desc_889,B490,Closed,South,Raw,Medium,WH02,Elec,EndOL
REF-65281,98,34,244,5,15,Item_Desc_299,B270,Hold,West,Finished,Low,WH03,Chem,New
REF-93586,93,42,396,16,45,Item_Desc_95,B409,Hold,North,Finished,Medium,WH02,Elec,EndOL
REF-47202,53,33,367,9,7,Item_Desc_468,B608,Closed,West,Finished,High,WH01,Mech,Mature
REF-81977,3,35,308,6,68,Item_Desc_271,B681,Active,West,Service,Low,WH01,Elec,Mature
REF-18874,57,11,408,11,41,Item_Desc_657,B752,Hold,North,Finished,High,WH99,Chem,EndOL
REF-70147,2,38,401,11,52,Item_Desc_308,B337,Hold,North,Service,Medium,WH99,Chem,Mature
REF-19695,17,41,391,4,21,Item_Desc_290,B457,Hold,West,Finished,High,WH03,Mech,Mature
REF-73940,30,24,376,7,54,Item_Desc_738,B367,Closed,West,Service,Medium,WH03,Chem,Mature
REF-36031,76,37,424,10,40,Item_Desc_992,B629,Closed,West,Finished,Low,WH01,Mech,New
REF-23750,59,19,187,11,8,Item_Desc_262,B472,Hold,West,Raw,High,WH03,Elec,New
REF-34390,29,23,129,1,90,Item_Desc_99,B627,Closed,South,Finished,Medium,WH03,Chem,EndOL
REF-35187,78,42,298,2,32,Item_Desc_971,B390,Closed,West,Raw,High,WH03,Elec,New
REF-98607,79,32,389,8,27,Item_Desc_820,B765,Active,North,Finished,Medium,WH03,Chem,Mature
REF-88661,18,20,132,20,9,Item_Desc_672,B584,Closed,North,Raw,Low,WH99,Mech,EndOL
REF-40280,11,29,263,3,68,Item_Desc_962,B422,Closed,South,Finished,Medium,WH02,Elec,EndOL
REF-22794,31,25,197,9,49,Item_Desc_612,B502,Active,South,Service,Medium,WH01,Chem,EndOL
REF-99744,1,40,128,3,6,Item_Desc_789,B950,Hold,South,Finished,Low,WH99,Mech,New
REF-94461,93,10,199,15,40,Item_Desc_69,B885,Hold,North,Finished,Low,WH03,Elec,EndOL
REF-31183,45,18,216,3,5,Item_Desc_564,B974,Active,North,Service,High,WH03,Mech,EndOL
REF-41366,67,42,321,17,54,Item_Desc_691,B940,Closed,West,Finished,Medium,WH02,Elec,EndOL
REF-88702,79,38,200,14,97,Item_Desc_785,B314,Hold,North,Finished,High,WH02,Elec,New
REF-96659,16,22,301,13,18,Item_Desc_804,B541,Active,South,Raw,High,WH01,Elec,New
REF-40585,86,10,413,0,21,Item_Desc_544,B867,Closed,South,Service,High,WH99,Elec,Mature
REF-96639,91,27,294,12,25,Item_Desc_285,B812,Active,West,Finished,Medium,WH03,Chem,Mature
REF-55912,30,22,351,3,6,Item_Desc_341,B194,Active,South,Raw,Low,WH99,Elec,New
REF-49006,53,19,225,5,92,Item_Desc_74,B925,Active,West,Service,Low,WH99,Chem,New
REF-56067,8,48,140,2,43,Item_Desc_485,B950,Hold,North,Finished,Low,WH03,Mech,EndOL
REF-18050,64,44,396,2,54,Item_Desc_388,B863,Hold,North,Raw,Medium,WH01,Chem,New
REF-99496,37,47,338,20,74,Item_Desc_667,B407,Active,North,Raw,High,WH99,Elec,Mature
REF-30012,52,22,133,3,33,Item_Desc_616,B329,Closed,South,Service,Low,WH02,Elec,EndOL
REF-33227,25,10,67,1,36,Item_Desc_173,B694,Hold,South,Service,Medium,WH03,Elec,New
REF-80041,75,44,302,17,60,Item_Desc_524,B828,Active,West,Service,Low,WH01,Elec,New
REF-97766,70,24,204,7,77,Item_Desc_673,B638,Closed,South,Finished,Medium,WH99,Elec,New
REF-63922,57,12,292,13,71,Item_Desc_852,B840,Hold,West,Finished,High,WH02,Chem,EndOL
REF-43204,41,33,275,2,77,Item_Desc_775,B402,Closed,South,Service,Medium,WH03,Elec,New
REF-62667,55,13,432,2,72,Item_Desc_360,B828,Hold,North,Finished,High,WH03,Mech,New
REF-43969,17,22,256,16,23,Item_Desc_978,B772,Hold,South,Finished,High,WH99,Chem,EndOL
REF-54075,49,22,83,20,7,Item_Desc_577,B324,Active,South,Raw,Medium,WH02,Elec,Mature
REF-89733,1,25,386,17,35,Item_Desc_160,B215,Closed,North,Finished,High,WH99,Chem,Mature
REF-41223,90,18,358,19,33,Item_Desc_779,B476,Closed,West,Finished,Low,WH02,Elec,New
REF-18297,93,43,191,17,8,Item_Desc_336,B852,Hold,North,Finished,Low,WH99,Chem,Mature
REF-44027,92,25,447,11,58,Item_Desc_379,B200,Closed,South,Service,Low,WH03,Mech,New
REF-31374,79,23,377,18,67,Item_Desc_460,B598,Hold,South,Service,Medium,WH01,Elec,Mature
REF-51614,2,10,433,5,60,Item_Desc_534,B132,Active,West,Raw,Low,WH99,Elec,New
REF-27176,10,20,332,3,23,Item_Desc_628,B182,Hold,West,Finished,Low,WH99,Chem,New
REF-39290,19,41,478,9,6,Item_Desc_266,B227,Active,West,Raw,Medium,WH03,Chem,EndOL
REF-72913,74,27,169,17,24,Item_Desc_848,B170,Active,South,Finished,Medium,WH02,Elec,New
REF-30234,74,21,306,16,8,Item_Desc_541,B326,Closed,South,Raw,Low,WH03,Chem,EndOL
REF-57905,44,46,399,15,70,Item_Desc_771,B643,Closed,West,Finished,Medium,WH99,Mech,EndOL
REF-86329,82,11,149,17,26,Item_Desc_29,B930,Hold,West,Finished,Low,WH03,Mech,EndOL
REF-21905,38,22,431,17,39,Item_Desc_53,B816,Hold,West,Raw,Medium,WH99,Mech,EndOL
REF-48514,75,17,320,17,60,Item_Desc_963,B144,Active,West,Finished,High,WH01,Elec,EndOL
REF-64126,21,16,68,8,22,Item_Desc_332,B280,Active,West,Finished,High,WH01,Mech,New
REF-83753,82,41,139,5,62,Item_Desc_682,B427,Closed,South,Finished,Low,WH02,Mech,New
REF-36362,16,27,373,8,64,Item_Desc_436,B859,Active,North,Raw,High,WH02,Elec,New
REF-58850,54,16,159,2,7,Item_Desc_561,B727,Active,West,Finished,Low,WH99,Mech,EndOL
REF-26416,18,12,331,16,35,Item_Desc_765,B538,Closed,West,Raw,High,WH01,Chem,Mature
REF-65777,53,28,269,9,42,Item_Desc_913,B630,Closed,North,Service,High,WH99,Mech,Mature
REF-98402,14,28,85,2,9,Item_Desc_362,B341,Hold,West,Raw,High,WH99,Chem,EndOL
REF-19795,37,47,102,17,26,Item_Desc_531,B665,Closed,West,Service,High,WH02,Mech,New
REF-19076,93,29,311,14,9,Item_Desc_652,B202,Active,South,Service,Low,WH01,Mech,Mature
REF-14052,66,39,350,6,66,Item_Desc_104,B273,Hold,South,Service,High,WH02,Chem,New
REF-65819,7,25,292,9,18,Item_Desc_454,B314,Active,South,Service,Medium,WH02,Chem,EndOL
REF-31607,14,35,430,19,23,Item_Desc_897,B265,Hold,West,Raw,High,WH99,Mech,Mature
REF-57703,45,42,413,16,89,Item_Desc_258,B851,Active,North,Finished,Medium,WH01,Mech,New
REF-66367,84,49,228,14,23,Item_Desc_290,B504,Active,West,Raw,High,WH03,Elec,EndOL
REF-43576,59,50,395,2,77,Item_Desc_397,B726,Active,West,Service,Medium,WH01,Chem,EndOL
REF-75456,50,16,260,16,8,Item_Desc_721,B164,Closed,West,Finished,Medium,WH01,Elec,New
REF-61442,17,19,123,11,57,Item_Desc_280,B329,Hold,North,Raw,Low,WH03,Mech,EndOL
REF-21255,98,32,445,15,89,Item_Desc_829,B575,Active,West,Finished,High,WH03,Chem,EndOL
REF-41110,1,34,223,4,67,Item_Desc_411,B117,Hold,South,Finished,Low,WH99,Elec,Mature
REF-81426,98,47,88,9,69,Item_Desc_239,B373,Closed,South,Service,Medium,WH03,Elec,New
REF-14592,85,41,122,13,60,Item_Desc_534,B739,Active,West,Finished,High,WH02,Mech,EndOL
REF-74009,7,17,308,6,95,Item_Desc_526,B141,Active,West,Service,Medium,WH02,Elec,EndOL
REF-65284,12,34,371,3,74,Item_Desc_213,B881,Closed,North,Service,High,WH03,Chem,New
REF-67611,57,11,424,17,57,Item_Desc_229,B214,Closed,North,Raw,Low,WH02,Chem,Mature
REF-73870,25,29,72,11,18,Item_Desc_887,B885,Hold,West,Finished,Medium,WH02,Mech,New
REF-99789,24,24,189,20,93,Item_Desc_882,B586,Hold,South,Raw,Low,WH03,Mech,Mature
REF-64636,58,32,419,4,15,Item_Desc_343,B491,Closed,North,Raw,Medium,WH02,Chem,EndOL
REF-57740,54,46,429,12,5,Item_Desc_538,B531,Active,North,Service,Low,WH99,Chem,EndOL
REF-13318,17,22,425,8,35,Item_Desc_355,B196,Hold,South,Finished,High,WH03,Elec,EndOL
REF-54486,4,33,118,18,58,Item_Desc_968,B326,Hold,North,Finished,High,WH02,Mech,Mature
REF-91238,87,31,163,8,29,Item_Desc_593,B481,Closed,West,Service,Low,WH01,Elec,EndOL
REF-71960,19,44,204,0,74,Item_Desc_554,B485,Active,North,Raw,High,WH02,Mech,Mature
REF-95999,85,33,497,9,59,Item_Desc_683,B371,Active,South,Raw,Medium,WH02,Mech,Mature
REF-43850,54,36,130,9,99,Item_Desc_877,B501,Hold,South,Raw,Medium,WH02,Mech,Mature
REF-72160,55,50,201,20,93,Item_Desc_204,B384,Active,South,Finished,High,WH99,Elec,EndOL
REF-56637,84,24,465,15,46,Item_Desc_786,B813,Hold,West,Service,Medium,WH02,Mech,New
REF-93826,25,42,214,20,9,Item_Desc_433,B883,Active,West,Finished,Medium,WH02,Elec,Mature
REF-25981,45,40,445,3,61,Item_Desc_632,B505,Active,West,Service,Medium,WH99,Chem,New
REF-62381,32,36,364,17,94,Item_Desc_742,B116,Closed,South,Raw,Low,WH99,Elec,New
REF-29602,80,30,209,19,59,Item_Desc_89,B565,Active,North,Finished,High,WH02,Elec,EndOL
REF-21897,20,19,61,1,74,Item_Desc_46,B699,Active,North,Service,Low,WH03,Chem,New
REF-79510,72,15,322,10,74,Item_Desc_416,B975,Active,North,Finished,Low,WH99,Elec,Mature
REF-68403,99,12,142,13,68,Item_Desc_758,B191,Hold,North,Finished,Low,WH02,Chem,New
REF-86128,1,19,55,7,82,Item_Desc_40,B979,Hold,North,Raw,Medium,WH99,Elec,Mature
REF-27391,16,26,471,11,16,Item_Desc_792,B982,Hold,South,Raw,Medium,WH03,Chem,EndOL
REF-38313,70,20,341,18,86,Item_Desc_476,B731,Hold,North,Service,Low,WH03,Mech,Mature
REF-57787,68,43,183,19,12,Item_Desc_173,B195,Hold,West,Finished,Medium,WH01,Chem,Mature
REF-83199,98,13,390,4,52,Item_Desc_473,B609,Active,West,Service,Low,WH99,Mech,Mature
REF-28776,99,23,242,16,30,Item_Desc_454,B585,Hold,North,Finished,Low,WH99,Mech,New
REF-58116,74,47,216,11,83,Item_Desc_630,B202,Active,North,Raw,Medium,WH01,Elec,New
REF-33696,36,44,481,1,97,Item_Desc_428,B432,Hold,South,Raw,Medium,WH99,Elec,EndOL
REF-51301,88,19,392,11,62,Item_Desc_828,B137,Active,North,Raw,Low,WH03,Chem,EndOL
REF-18995,60,40,76,11,47,Item_Desc_363,B104,Active,West,Finished,Medium,WH01,Chem,Mature
REF-66407,27,44,116,13,81,Item_Desc_539,B703,Active,West,Raw,High,WH03,Mech,Mature
REF-86475,44,35,186,17,82,Item_Desc_507,B434,Closed,North,Service,Medium,WH02,Mech,Mature
REF-40669,13,18,344,13,52,Item_Desc_613,B471,Closed,West,Service,High,WH02,Mech,EndOL
REF-65455,56,30,124,2,25,Item_Desc_851,B795,Hold,North,Finished,Medium,WH03,Mech,Mature
REF-40418,95,31,306,20,34,Item_Desc_431,B909,Active,North,Service,Medium,WH99,Mech,Mature
REF-78351,88,14,450,2,40,Item_Desc_784,B198,Closed,West,Raw,Medium,WH03,Chem,Mature
REF-56851,58,26,307,6,34,Item_Desc_603,B198,Active,North,Finished,High,WH03,Chem,Mature
REF-92682,35,41,427,13,59,Item_Desc_429,B629,Hold,West,Service,Low,WH03,Chem,New
REF-66033,65,48,272,19,69,Item_Desc_966,B475,Active,West,Raw,High,WH99,Chem,EndOL
REF-55258,68,42,341,11,73,Item_Desc_819,B934,Closed,South,Raw,Medium,WH99,Mech,EndOL
REF-55687,39,39,77,1,26,Item_Desc_765,B297,Hold,West,Finished,Medium,WH03,Chem,EndOL
REF-63054,58,16,475,3,24,Item_Desc_60,B112,Active,North,Finished,Low,WH03,Chem,EndOL
REF-81313,12,28,196,6,66,Item_Desc_910,B360,Closed,North,Service,Low,WH02,Elec,EndOL
REF-63819,47,30,117,10,74,Item_Desc_63,B924,Hold,West,Service,High,WH01,Elec,EndOL
REF-45827,26,18,435,16,85,Item_Desc_315,B563,Closed,North,Service,Low,WH03,Chem,Mature
REF-61700,78,18,373,20,6,Item_Desc_786,B334,Closed,South,Service,Medium,WH03,Elec,New
REF-67399,56,17,229,0,8,Item_Desc_309,B909,Hold,West,Service,Low,WH01,Elec,EndOL
REF-91227,14,21,141,7,100,Item_Desc_648,B465,Closed,South,Service,High,WH02,Chem,EndOL
REF-34827,52,17,468,7,89,Item_Desc_977,B339,Closed,West,Service,Low,WH99,Mech,Mature
REF-25564,81,45,168,11,7,Item_Desc_249,B782,Hold,South,Finished,Low,WH03,Mech,EndOL
REF-70901,44,21,353,2,7,Item_Desc_640,B180,Hold,West,Raw,Low,WH99,Elec,EndOL
REF-71367,20,36,379,5,15,Item_Desc_868,B979,Active,West,Raw,High,WH01,Elec,New
REF-85786,100,35,160,20,53,Item_Desc_317,B674,Active,West,Service,High,WH01,Chem,Mature
REF-48142,100,17,381,16,37,Item_Desc_516,B495,Active,South,Finished,Low,WH01,Elec,Mature
REF-75607,38,30,223,14,70,Item_Desc_604,B225,Hold,South,Service,High,WH03,Elec,EndOL
REF-95297,48,28,99,0,28,Item_Desc_854,B350,Closed,North,Service,Medium,WH02,Chem,New
REF-39921,42,34,247,18,8,Item_Desc_181,B213,Closed,West,Finished,Medium,WH01,Chem,Mature
REF-46575,2,44,224,10,77,Item_Desc_106,B917,Active,South,Finished,High,WH03,Mech,Mature
REF-86859,68,30,209,10,21,Item_Desc_698,B875,Active,North,Raw,High,WH03,Mech,EndOL
REF-31785,7,43,222,7,70,Item_Desc_424,B176,Active,West,Service,Low,WH02,Chem,Mature
REF-75565,54,39,156,2,88,Item_Desc_505,B744,Hold,North,Service,Low,WH03,Mech,New
REF-57535,25,22,382,2,18,Item_Desc_886,B585,Closed,North,Service,Low,WH02,Elec,New
REF-61332,33,43,377,17,71,Item_Desc_866,B963,Hold,West,Raw,Medium,WH02,Elec,Mature
REF-58771,59,25,387,1,89,Item_Desc_993,B324,Closed,North,Finished,Medium,WH99,Chem,New
REF-89364,80,32,430,14,91,Item_Desc_679,B621,Active,West,Raw,Medium,WH01,Mech,Mature
REF-96942,33,28,290,13,57,Item_Desc_97,B732,Hold,North,Raw,Low,WH99,Elec,EndOL
REF-68610,82,14,411,10,31,Item_Desc_875,B712,Hold,North,Raw,Medium,WH99,Mech,EndOL
REF-86576,14,27,118,14,65,Item_Desc_268,B457,Active,West,Finished,Low,WH99,Mech,EndOL
REF-43426,75,14,168,8,38,Item_Desc_261,B193,Hold,North,Finished,High,WH99,Mech,EndOL
REF-39246,19,22,209,7,89,Item_Desc_462,B140,Hold,West,Finished,Medium,WH99,Chem,New
REF-48623,27,21,57,10,94,Item_Desc_400,B646,Closed,South,Raw,Medium,WH02,Mech,Mature
REF-59057,83,50,304,9,25,Item_Desc_597,B720,Closed,North,Raw,Medium,WH02,Mech,EndOL
REF-14391,3,24,104,14,98,Item_Desc_436,B913,Active,West,Finished,High,WH99,Mech,EndOL
REF-98229,22,24,426,19,20,Item_Desc_415,B366,Closed,West,Raw,High,WH99,Mech,EndOL
REF-73014,69,27,414,7,19,Item_Desc_465,B500,Hold,North,Service,Low,WH99,Chem,EndOL
REF-98741,86,48,456,8,63,Item_Desc_197,B341,Hold,West,Raw,Medium,WH03,Mech,Mature
REF-15858,34,22,140,14,46,Item_Desc_660,B354,Hold,West,Service,Low,WH03,Mech,New
REF-41496,86,13,397,4,91,Item_Desc_699,B155,Closed,South,Raw,Medium,WH01,Chem,New
REF-69537,66,12,169,12,97,Item_Desc_364,B137,Closed,North,Raw,Medium,WH99,Elec,EndOL
REF-18348,64,32,145,2,40,Item_Desc_14,B265,Active,West,Finished,High,WH01,Mech,Mature
REF-49181,98,38,105,0,82,Item_Desc_47,B183,Closed,West,Finished,Low,WH99,Chem,EndOL
REF-49817,62,18,459,19,97,Item_Desc_539,B185,Hold,North,Finished,High,WH99,Elec,New
REF-96310,38,36,428,20,100,Item_Desc_823,B949,Closed,West,Finished,High,WH03,Elec,New
REF-37583,95,38,401,14,16,Item_Desc_25,B971,Closed,North,Service,High,WH02,Mech,New
REF-35807,66,10,352,4,14,Item_Desc_84,B557,Closed,South,Service,Medium,WH02,Chem,New
REF-15255,39,50,289,11,98,Item_Desc_78,B584,Closed,West,Raw,High,WH02,Mech,EndOL
REF-19105,26,25,405,16,86,Item_Desc_754,B760,Active,South,Raw,Medium,WH01,Chem,New
REF-71607,5,34,157,7,92,Item_Desc_509,B306,Hold,North,Raw,High,WH01,Elec,EndOL
REF-65990,23,42,271,2,89,Item_Desc_19,B992,Closed,South,Raw,Low,WH99,Mech,EndOL
REF-11638,20,15,295,10,75,Item_Desc_669,B397,Hold,West,Raw,Low,WH01,Chem,EndOL
REF-62823,78,34,72,16,47,Item_Desc_177,B376,Closed,South,Raw,Low,WH03,Chem,Mature
REF-72093,85,39,203,7,86,Item_Desc_932,B846,Hold,West,Service,Medium,WH99,Mech,EndOL
REF-50116,52,21,302,7,96,Item_Desc_116,B752,Closed,North,Service,Low,WH01,Elec,EndOL
REF-75321,41,30,449,7,72,Item_Desc_341,B390,Closed,West,Finished,Medium,WH03,Elec,New
REF-95216,12,26,133,20,26,Item_Desc_868,B766,Hold,West,Finished,High,WH02,Elec,New
REF-78704,11,11,486,18,72,Item_Desc_525,B372,Active,South,Raw,Low,WH01,Chem,New
REF-81915,31,12,412,5,70,Item_Desc_474,B878,Hold,West,Service,High,WH03,Mech,EndOL
REF-82314,18,39,349,1,32,Item_Desc_700,B979,Hold,South,Raw,Medium,WH03,Mech,EndOL
REF-18670,40,43,207,9,81,Item_Desc_299,B795,Closed,South,Finished,High,WH02,Chem,EndOL
REF-63736,18,40,55,5,22,Item_Desc_5,B968,Hold,South,Raw,Low,WH03,Chem,Mature
REF-56274,34,20,261,11,20,Item_Desc_521,B640,Closed,South,Raw,High,WH01,Chem,Mature
REF-14205,69,48,322,8,31,Item_Desc_864,B919,Active,South,Finished,Low,WH02,Chem,New
REF-73769,49,24,72,20,98,Item_Desc_662,B201,Hold,West,Raw,Medium,WH02,Elec,Mature
REF-14481,9,36,440,10,65,Item_Desc_825,B307,Closed,West,Service,Medium,WH01,Mech,Mature
REF-63187,55,17,99,3,98,Item_Desc_7,B103,Closed,West,Raw,Medium,WH01,Mech,EndOL
REF-98166,17,47,126,5,16,Item_Desc_730,B897,Active,South,Service,Medium,WH03,Elec,EndOL
REF-92527,12,19,160,1,37,Item_Desc_725,B465,Hold,South,Raw,Low,WH03,Mech,Mature
REF-60624,62,11,301,4,13,Item_Desc_128,B137,Active,South,Finished,Low,WH01,Mech,Mature
REF-23599,57,28,241,6,13,Item_Desc_345,B906,Closed,West,Raw,High,WH01,Chem,EndOL
REF-98410,30,21,358,6,8,Item_Desc_830,B244,Hold,North,Raw,Low,WH02,Mech,Mature
REF-59426,89,38,62,2,41,Item_Desc_825,B920,Hold,North,Finished,Low,WH03,Chem,New
REF-63983,75,42,483,17,45,Item_Desc_651,B442,Closed,West,Finished,High,WH03,Chem,Mature
REF-65437,54,17,451,14,44,Item_Desc_777,B562,Hold,South,Service,Low,WH02,Elec,EndOL
REF-18026,75,35,359,17,46,Item_Desc_702,B727,Active,West,Raw,Medium,WH03,Chem,Mature
REF-12368,4,32,89,10,30,Item_Desc_244,B915,Active,South,Raw,Medium,WH01,Chem,EndOL
REF-26749,32,41,399,7,24,Item_Desc_611,B979,Hold,West,Finished,Medium,WH99,Elec,Mature
REF-68157,91,19,272,9,15,Item_Desc_845,B676,Hold,West,Raw,Low,WH03,Elec,EndOL
REF-13495,38,36,432,0,74,Item_Desc_166,B974,Closed,West,Service,Low,WH99,Chem,EndOL
REF-62723,15,11,67,4,97,Item_Desc_479,B799,Active,West,Service,Low,WH03,Mech,Mature
REF-94682,12,12,80,6,60,Item_Desc_714,B295,Active,West,Service,Medium,WH99,Elec,New
REF-30605,49,18,211,13,27,Item_Desc_687,B476,Active,North,Service,Medium,WH01,Elec,New
REF-96286,75,25,107,6,42,Item_Desc_261,B105,Active,South,Service,High,WH01,Elec,EndOL
REF-64478,60,50,169,11,91,Item_Desc_954,B414,Closed,South,Service,Medium,WH03,Elec,EndOL
REF-87314,77,17,188,0,55,Item_Desc_272,B852,Hold,South,Finished,High,WH02,Mech,Mature
REF-40287,24,14,356,8,86,Item_Desc_306,B150,Active,West,Raw,Medium,WH99,Mech,EndOL
REF-24681,96,16,171,16,45,Item_Desc_196,B660,Hold,South,Finished,High,WH03,Chem,New
REF-67521,43,19,89,17,49,Item_Desc_381,B280,Closed,South,Finished,Low,WH99,Mech,New
REF-64540,42,50,147,16,61,Item_Desc_612,B104,Active,North,Raw,Low,WH01,Elec,New
REF-79800,59,12,281,13,81,Item_Desc_574,B670,Closed,South,Raw,Medium,WH99,Chem,Mature
REF-76417,41,44,113,12,20,Item_Desc_97,B455,Active,West,Raw,High,WH03,Chem,New
REF-18078,87,16,145,4,93,Item_Desc_112,B486,Active,South,Finished,Low,WH01,Mech,EndOL
REF-55996,7,15,103,11,36,Item_Desc_356,B537,Hold,South,Service,Medium,WH01,Mech,EndOL
REF-62481,62,18,324,19,95,Item_Desc_308,B117,Active,West,Raw,Medium,WH99,Chem,Mature
REF-75693,86,48,387,20,93,Item_Desc_893,B450,Closed,West,Service,High,WH99,Elec,EndOL
